character,script_line,season,episode,begin,end,duration,episode_index,bad_words,is_male,is_character
Sara Monaschi,e come,1,3,12336400000,12347200000,10800000,218,0,0.0,1
Contessa Sveva Della Rocca Croce,prendi tempo,1,3,12350800000,12364800000,14000000,219,0,0.0,1
Contessa Sveva Della Rocca Croce,allontana theodosiou da roma e da samurai,1,3,12374000000,12404400000,30400000,220,0,0.0,1
Contessa Sveva Della Rocca Croce,e rallenta le decisioni della commissione,1,3,12409600000,12432800000,23200000,221,0,0.0,1
Contessa Sveva Della Rocca Croce,e no cara,1,3,12435600000,12457600000,22000000,223,0,0.0,1
Contessa Sveva Della Rocca Croce,non va qua,1,3,12470000000,12481200000,11200000,224,0,0.0,1
Contessa Sveva Della Rocca Croce,questo so pure di chi è,1,3,12502400000,12518800000,16400000,225,0,0.0,1
Contessa Sveva Della Rocca Croce,conosci il dott finucci,1,3,12547200000,12565600000,18400000,226,0,0.0,1
Sara Monaschi,il consulente tecnico della commissione edilizia giusto,1,3,12569200000,12598000000,28800000,227,0,0.0,1
Contessa Sveva Della Rocca Croce,è il dirigente che controlla,1,3,12598800000,12613600000,14800000,228,0,0.0,1
Contessa Sveva Della Rocca Croce,che le società a cui vengono assegnati i terreni del nuovo piano regolatore,1,3,12614400000,12650000000,35600000,229,0,0.0,1
Contessa Sveva Della Rocca Croce,siano pulite,1,3,12650800000,12661200000,10400000,230,0,0.0,1
Contessa Sveva Della Rocca Croce,senza il suo parere favorevole la commissione non può approvare nulla,1,3,12665200000,12699600000,34400000,231,0,0.0,1
Contessa Sveva Della Rocca Croce,i traffici di samurai su ostia passano per lui,1,3,12702800000,12727200000,24400000,232,0,0.0,1
Contessa Sveva Della Rocca Croce,e infatti l ha messo a libro paga,1,3,12731600000,12749200000,17600000,233,0,0.0,1
Contessa Sveva Della Rocca Croce,ma ancora per poco gli ho preparato una bella sorpresa,1,3,12756800000,12784800000,28000000,234,0,0.0,1
Contessa Sveva Della Rocca Croce,il dott finucci sta per ricevere un avviso di garanzia,1,3,12797600000,12829600000,32000000,235,0,0.0,1
Contessa Sveva Della Rocca Croce,noi adesso proviamo a complicargli un po la vita,1,3,12836000000,12864800000,28800000,236,0,0.0,1
Contessa Sveva Della Rocca Croce,vieni ti faccio vedere,1,3,12878000000,12890000000,12000000,237,0,0.0,1
Contessa Sveva Della Rocca Croce,non sai quanti poveri aiuto con questo centro,1,3,12893600000,12921600000,28000000,238,0,0.0,1
Amedeo Cinaglia,allora ci siamo tutti no mi sembra di sì,1,3,12940400000,12964000000,23600000,239,0,1.0,1
Amedeo Cinaglia,possiamo iniziare,1,3,12964800000,12978800000,14000000,240,0,1.0,1
Amedeo Cinaglia,come sapete a ostia c è un progetto di accorpamento di due lotti,1,3,13022000000,13062400000,40400000,241,0,1.0,1
Amedeo Cinaglia,che prevede la costruzione di un porto,1,3,13063200000,13080800000,17600000,242,0,1.0,1
Monsignor Theodosiou,che succede cosa vuole,1,3,13604800000,13622400000,17600000,254,0,1.0,1
Sara Monaschi,deve lasciare roma,1,3,13627200000,13639600000,12400000,255,0,0.0,1
Sara Monaschi,subito,1,3,13642800000,13651200000,8400000,256,0,0.0,1
Monsignor Theodosiou,aveva detto di convocare una riunione,1,3,13667600000,13697600000,30000000,257,0,1.0,1
Sara Monaschi,lo so,1,3,13667600000,13697600000,30000000,258,0,0.0,1
Sara Monaschi,ma quelli potrebbero ripensarci,1,3,13702800000,13721600000,18800000,259,0,0.0,1
Sara Monaschi,è meglio sparire per un po di tempo,1,3,13727200000,13749200000,22000000,260,0,0.0,1
Monsignor Theodosiou,perché non mi lascia in pace,1,3,13750000000,13764400000,14400000,261,0,1.0,1
Sara Monaschi,forse lei non si rende bene conto del casino che ha combinato,1,3,13768800000,13802000000,33200000,262,0,0.0,1
Monsignor Theodosiou,io non voglio più vedere quelle persone sara mai più,1,3,13818800000,13848400000,29600000,263,0,1.0,1
Sara Monaschi,ecco appunto,1,3,13849200000,13861600000,12400000,264,0,0.0,1
Sara Monaschi,allora mi dia retta,1,3,13866800000,13878400000,11600000,265,0,0.0,1
Sara Monaschi,è bene che se ne vada da roma,1,3,13892000000,13909600000,17600000,266,0,0.0,1
Sara Monaschi,si faccia dimenticare,1,3,13913600000,13927200000,13600000,267,0,0.0,1
Sara Monaschi,finché tutti non si sono scordati di quello che è successo,1,3,13940000000,13968800000,28800000,268,0,0.0,1
Aureliano Adami,che cazzo vuoi ancora spadi,1,3,14382400000,14399200000,16800000,273,1,1.0,1
Alberto Anacleti,a casa mia stanno piangendo un morto,1,3,14444400000,14465200000,20800000,274,0,1.0,1
Alberto Anacleti,l hai ammazzato te,1,3,14507600000,14520400000,12800000,275,0,1.0,1
Aureliano Adami,non me lo chiedere spadi,1,3,14656400000,14669200000,12800000,276,0,1.0,1
Alberto Anacleti,invece te lo chiedo,1,3,14710400000,14722800000,12400000,277,0,1.0,1
Alberto Anacleti,non me lo vuoi dire aurelia,1,3,14806400000,14820800000,14400000,278,0,1.0,1
Aureliano Adami,sta storia non c entra un cazzo con noi non mettiamo in mezzo le famiglie,1,3,14876400000,14910800000,34400000,279,1,1.0,1
Aureliano Adami,ciao spadi,1,3,15094000000,15105200000,11200000,280,0,1.0,1
Amedeo Cinaglia,e di che,1,3,15599200000,15621200000,22000000,287,0,1.0,1
Gabriele Marchilli,sara,1,3,16114400000,16122800000,8400000,301,0,1.0,1
Sara Monaschi,ma sei matto c è mio marito a casa,1,3,16254400000,16282800000,28400000,302,0,0.0,1
Gabriele Marchilli,sto nei casini,1,3,16254400000,16282800000,28400000,303,0,1.0,1
Sara Monaschi,che succede,1,3,16333200000,16343600000,10400000,304,0,0.0,1
Gabriele Marchilli,devo dei soldi a uno,1,3,16350000000,16361600000,11600000,305,0,1.0,1
Gabriele Marchilli,tanti soldi,1,3,16367200000,16376400000,9200000,306,0,1.0,1
Sara Monaschi,quanto,1,3,16377200000,16388000000,10800000,307,0,0.0,1
Gabriele Marchilli,trentamila,1,3,16397200000,16407200000,10000000,308,0,1.0,1
Sara Monaschi,trentamila,1,3,16412000000,16422400000,10400000,309,0,0.0,1
Gabriele Marchilli,entro oggi,1,3,16428400000,16439200000,10800000,310,0,1.0,1
Sara Monaschi,ma io non ce li ho entro oggi poi ma perché non me l hai detto prima,1,3,16450800000,16491600000,40800000,311,0,0.0,1
Gabriele Marchilli,sara ti prego mi servono adesso,1,3,16523200000,16539200000,16000000,312,0,1.0,1
Gabriele Marchilli,mi devi aiutare,1,3,16552400000,16561600000,9200000,313,0,1.0,1
Sara Monaschi,ma io non ho proprio idea di come trovare tutti questi soldi,1,3,16577200000,16605200000,28000000,314,0,0.0,1
Gabriele Marchilli,o magari non sai come trovarli per me eh sara,1,3,16625600000,16646800000,21200000,315,0,1.0,1
Sara Monaschi,per favore,1,3,16647600000,16657600000,10000000,316,0,0.0,1
Gabriele Marchilli,ho capito non c è problema,1,3,16698000000,16712000000,14000000,317,0,1.0,1
Gabriele Marchilli,fai conto che non te li abbia mai chiesti,1,3,16712800000,16732000000,19200000,318,0,1.0,1
Giacomo Finucci,c era tutta sta fretta di vedersi,1,3,16883600000,16899200000,15600000,319,0,1.0,1
Giacomo Finucci,con sta giornata di merda che ho avuto e mi sa che è solamente l inizio,1,3,16907600000,16946400000,38800000,320,1,1.0,1
Samurai Valerio,parliamo qui dentro che questa l hanno portata oggi,1,3,17094400000,17123600000,29200000,321,0,1.0,1
Samurai Valerio,magari non hanno fatto in tempo a metterci le cimici,1,3,17128800000,17154000000,25200000,322,0,1.0,1
Samurai Valerio,perché a noi non piace finire sulla bocca di tutti,1,3,17175600000,17197200000,21600000,323,0,1.0,1
Giacomo Finucci,guarda che io non dico niente,1,3,17218000000,17232000000,14000000,324,0,1.0,1
Giacomo Finucci,non ho mai fatto l infame,1,3,17236800000,17249200000,12400000,325,0,1.0,1
Samurai Valerio,ma sei sotto pressione la gente sotto pressione cambia,1,3,17250000000,17284400000,34400000,326,0,1.0,1
Samurai Valerio,non fare il coglione giacomi,1,3,17309200000,17325200000,16000000,327,1,1.0,1
Samurai Valerio,io non ti mando l avviso di garanzia,1,3,17333600000,17351600000,18000000,328,0,1.0,1
Amedeo Cinaglia,tieni amore,1,3,17479200000,17488000000,8800000,329,0,1.0,1
Alice,è pronto venite,1,3,17505600000,17520000000,14400000,330,0,0.0,1
Amedeo Cinaglia,sì amore arrivo subito,1,3,17558800000,17572800000,14000000,332,0,1.0,1
Amedeo Cinaglia,vai a tavola,1,3,17573600000,17584400000,10800000,333,0,1.0,1
Alice,che c è sei strano,1,3,17634000000,17655200000,21200000,334,0,0.0,1
Amedeo Cinaglia,pare che finucci finirà ai domiciliari,1,3,17687200000,17706800000,19600000,335,0,1.0,1
Alice,chi è quello che lavora con te,1,3,17718000000,17737200000,19200000,336,0,0.0,1
Amedeo Cinaglia,sì,1,3,17718000000,17737200000,19200000,337,0,1.0,1
Amedeo Cinaglia,è sotto inchiesta,1,3,17740800000,17753600000,12800000,338,0,1.0,1
Alice,ci stai in mezzo pure te,1,3,17768400000,17786400000,18000000,339,0,0.0,1
Amedeo Cinaglia,no,1,3,17768400000,17786400000,18000000,340,0,1.0,1
Amedeo Cinaglia,no,1,3,17799200000,17807600000,8400000,341,0,1.0,1
Alice,allora non è un problema no,1,3,17810000000,17840400000,30400000,342,0,0.0,1
Amedeo Cinaglia,infatti non c è nessun problema,1,3,17810000000,17840400000,30400000,343,0,1.0,1
Alice,andiamo a mangiare che si fredda,1,3,17852400000,17867200000,14800000,344,0,0.0,1
Amedeo Cinaglia,iniziate voi,1,3,17971200000,17981200000,10000000,345,0,1.0,1
Gabriele Marchilli,oh,1,3,18149200000,18158000000,8800000,347,0,1.0,1
Saverio Boiardo Guerri,pezzo di merda,1,3,18163600000,18178000000,14400000,348,1,1.0,1
Saverio Boiardo Guerri,stavolta t ammazzo scendi,1,3,18178800000,18196400000,17600000,349,0,1.0,1
Saverio Boiardo Guerri,infame scendi,1,3,18206400000,18216800000,10400000,351,0,1.0,1
Saverio Boiardo Guerri,pezzo di merda,1,3,18217600000,18231600000,14000000,352,1,1.0,1
Gabriele Marchilli,sono io sono gabriele,1,3,18507200000,18522000000,14800000,353,0,1.0,1
Gabriele Marchilli,senti mi serve una mano sto nella merda,1,3,18526000000,18548000000,22000000,354,1,1.0,1
Manfredi Anacleti,lo voglio morto stanotte quel bastardo di aureliano adami,1,3,18936800000,18970000000,33200000,356,1,1.0,1
Manfredi Anacleti,andatelo a prendere nella sua tana,1,3,18970800000,18987200000,16400000,357,0,1.0,1
Alberto Anacleti,vado pure io,1,3,19240800000,19251200000,10400000,359,0,1.0,1
Aureliano Adami,che cos hai che c è,1,3,19321600000,19339600000,18000000,360,0,1.0,1
Aureliano Adami,forza fammi vedere che hai qui,1,3,19340400000,19374000000,33600000,361,0,1.0,1
Aureliano Adami,fammi vedere forza dai,1,3,19374800000,19396800000,22000000,362,0,1.0,1
Tullio Adami,sto deficiente pure il cane s è preso ahó,1,3,19397600000,19434800000,37200000,363,1,1.0,1
Tullio Adami,chi pensi di prendere per il culo,1,3,19435600000,19457600000,22000000,364,1,1.0,1
Tullio Adami,a me le cazzate non me le devi dire aurelia,1,3,19462000000,19484000000,22000000,365,1,1.0,1
Tullio Adami,adesso mi spieghi perché,1,3,19484800000,19497600000,12800000,366,0,1.0,1
Tullio Adami,perché l hai ammazzato che hai dentro sto cervello che non va,1,3,19498400000,19531600000,33200000,367,0,1.0,1
Aureliano Adami,non mi devi toccare,1,3,19532400000,19544000000,11600000,368,0,1.0,1
Aureliano Adami,mo manco più te ti fai i cazzi tuoi,1,3,19550800000,19570000000,19200000,369,1,1.0,1
Aureliano Adami,non ti potevi sta zitta,1,3,19570800000,19582800000,12000000,370,0,1.0,1
Tullio Adami,lasciala perdere è l unica che ragiona non come te che sei una testa di cazzo,1,3,19583600000,19620000000,36400000,371,1,1.0,1
Aureliano Adami,t ho detto che non mi devi toccare,1,3,19620800000,19635600000,14800000,372,0,1.0,1
Tullio Adami,se non t ammazzano loro t ammazzo io,1,3,19658000000,19677200000,19200000,373,0,1.0,1
Aureliano Adami,che cazzo hai fatto,1,3,19909200000,19921600000,12400000,376,1,1.0,1
Livia Adami,è meglio così aurelia,1,3,19978000000,19992000000,14000000,377,0,0.0,1
Livia Adami,era solo un problema,1,3,20002800000,20014800000,12000000,378,0,0.0,1
Livia Adami,è tuo figlio cerca di ricordartelo,1,3,20085200000,20118000000,32800000,379,0,0.0,1
Tullio Adami,testa di cazzo,1,3,20132800000,20144400000,11600000,380,1,1.0,1
Amedeo Cinaglia,sono molto preoccupato per quello che è successo a finucci,1,3,20523200000,20548800000,25600000,381,0,1.0,1
Samurai Valerio,è solo un altro problema da risolvere,1,3,20579600000,20596399999,16799999,382,0,1.0,1
Samurai Valerio,dobbiamo corrompere chi verrà al suo posto,1,3,20607600000,20629600000,22000000,383,0,1.0,1
Samurai Valerio,e deve essere lei a farlo,1,3,20630400000,20645600000,15200000,384,0,1.0,1
Amedeo Cinaglia,lei forse non ha capito io voglio uscire fuori da tutta questa faccenda,1,3,20654000000,20686399999,32399999,385,0,1.0,1
Amedeo Cinaglia,non voglio che mi succeda mai una cosa del genere,1,3,20692399999,20713600000,21200001,386,0,1.0,1
Amedeo Cinaglia,non mi posso compromettere,1,3,20714400000,20728000000,13600000,387,0,1.0,1
Samurai Valerio,hai fatto qualcosa per me tu sei già compromesso,1,3,20747199999,20771599999,24400000,388,0,1.0,1
Samurai Valerio,hai paura del sindaco dei giornalisti,1,3,20786000000,20812800000,26800000,389,0,1.0,1
Samurai Valerio,non hai capito niente,1,3,20813600000,20826000000,12400000,390,0,1.0,1
Samurai Valerio,non è di loro che devi avere paura,1,3,20836000000,20856799999,20799999,391,0,1.0,1
Samurai Valerio,tra due settimane il sindaco se ne va e questa partita si chiude,1,3,20902399999,20932800000,30400001,392,0,1.0,1
Samurai Valerio,io ho bisogno di qualcuno al posto di finucci ora,1,3,20940400000,20970400000,30000000,393,0,1.0,1
Alberto Anacleti,aspettami qua,1,3,22574400000,22588800000,14400000,401,0,1.0,1
Alberto Anacleti,tu là in fondo corri,1,3,22665200000,22685600000,20400000,402,0,1.0,1
Alberto Anacleti,segui tiziano,1,3,22742800000,22757200000,14400000,403,0,1.0,1
Alberto Anacleti,vai,1,3,23218800000,23228400000,9600000,404,0,1.0,1
Alberto Anacleti,t ho detto vai,1,3,23402800000,23418400000,15600000,406,0,1.0,1
Alberto Anacleti,vattene cazzo,1,3,23419200000,23433600000,14400000,407,1,1.0,1
Alberto Anacleti,vai,1,3,23443200000,23451600000,8400000,408,0,1.0,1
Gabriele Marchilli,che cazzo succede,1,3,23556400000,23571600000,15200000,409,1,1.0,1
Alberto Anacleti,non c è,1,3,23664000000,23674800000,10800000,411,0,1.0,1
Alberto Anacleti,l abbiamo perso,1,3,23719200000,23733200000,14000000,412,0,1.0,1
Tullio Adami,pezzo di merda,1,4,579600000,599200000,19600000,3,1,1.0,1
Gabriele Marchilli,oh,1,4,579600000,599200000,19600000,4,0,1.0,1
Madre Samurai,sei ancora qui,1,4,936400000,953200000,16800000,6,0,0.0,1
Samurai Valerio,rimettiti a dormire è notte,1,4,961200000,980400000,19200000,7,0,1.0,1
Madre Samurai,ma tu non dormi,1,4,983200000,998800000,15600000,8,0,0.0,1
Samurai Valerio,adesso vado a casa non ti preoccupare,1,4,1006400000,1027200000,20800000,9,0,1.0,1
Aureliano Adami,oh fai piano che mi brucia,1,4,1192000000,1203600000,11600000,10,0,1.0,1
Gabriele Marchilli,allora,1,4,1272800000,1281200000,8400000,11,0,1.0,1
Gabriele Marchilli,adesso mi dici che ti è successo,1,4,1290000000,1304799999,14799999,12,0,1.0,1
Aureliano Adami,mi vogliono ammazzare,1,4,1327200000,1344800000,17600000,13,0,1.0,1
Gabriele Marchilli,sì,1,4,1327200000,1344800000,17600000,14,0,1.0,1
Gabriele Marchilli,ma perché,1,4,1345600000,1355600000,10000000,15,0,1.0,1
Aureliano Adami,non fare domande gabrie che meno sai e meglio è,1,4,1369200000,1390800000,21600000,16,0,1.0,1
Aureliano Adami,sono vivo per miracolo,1,4,1402000000,1415200000,13200000,17,0,1.0,1
Gabriele Marchilli,no non è un miracolo,1,4,1422000000,1439600000,17600000,18,0,1.0,1
Gabriele Marchilli,devi ringraziare spadino,1,4,1444000000,1457600000,13600000,19,0,1.0,1
Aureliano Adami,ci vai a fare il caffè,1,4,1485200000,1498800000,13600000,20,0,1.0,1
Isabelle Mbamba,oh guarda che io faccio la puttana mica la cameriera,1,4,1505600000,1529200000,23600000,21,1,0.0,1
Aureliano Adami,sempre servizi sono no,1,4,1534800000,1552000000,17200000,22,0,1.0,1
Gabriele Marchilli,ti piace eh,1,4,1683600000,1702800000,19200000,23,0,1.0,1
Aureliano Adami,boh,1,4,1683600000,1702800000,19200000,24,0,1.0,1
Aureliano Adami,quando sto con lei mi viene in mente mio padre,1,4,1716000000,1736800000,20800000,25,0,1.0,1
Aureliano Adami,quello è una vita che si scopa le mignotte,1,4,1754000000,1774400000,20400000,26,1,1.0,1
Aureliano Adami,siediti va,1,4,1787600000,1800400000,12800000,27,0,1.0,1
Aureliano Adami,che mi dovevi dire,1,4,1823200000,1833200000,10000000,28,0,1.0,1
Gabriele Marchilli,sto nei casini aurelia,1,4,1866000000,1878400000,12400000,29,0,1.0,1
Gabriele Marchilli,se mi acchiappano a sto giro mi fanno male,1,4,1883600000,1903200000,19600000,30,0,1.0,1
Aureliano Adami,che impiccio hai fatto,1,4,1905200000,1915600000,10400000,31,0,1.0,1
Gabriele Marchilli,devo ridare 30 000 a uno,1,4,1920400000,1933200000,12800000,32,0,1.0,1
Aureliano Adami,a uno a cui tocca darglieli,1,4,1954000000,1968400000,14400000,33,0,1.0,1
Gabriele Marchilli,non so dove cazzo trovarli,1,4,2004800000,2021600000,16800000,34,1,1.0,1
Aureliano Adami,quando glieli devi dare,1,4,2078800000,2090400000,11600000,35,0,1.0,1
Gabriele Marchilli,lascia perdere,1,4,2096800000,2109600000,12800000,36,0,1.0,1
Gabriele Marchilli,perché che c hai in mente,1,4,2133200000,2148000000,14800000,37,0,1.0,1
Aureliano Adami,va tranquillo che in gabbia per i cazzi tuoi non ci finisco,1,4,2158800000,2183200000,24400000,38,1,1.0,1
Aureliano Adami,però te mi hai aiutato stanotte,1,4,2225600000,2243200000,17600000,39,0,1.0,1
Aureliano Adami,te li trovo io sti soldi,1,4,2254400000,2265600000,11200000,40,0,1.0,1
Gabriele Marchilli,grazie aurelia,1,4,2286000000,2294800000,8800000,41,0,1.0,1
Aureliano Adami,ah un altra cosa,1,4,2335200000,2347200000,12000000,42,0,1.0,1
Aureliano Adami,fammi parlare con spadino di persona,1,4,2362800000,2377200000,14400000,43,0,1.0,1
Gabriele Marchilli,ci penso io,1,4,2386000000,2396800000,10800000,44,0,1.0,1
Vincenzo Sale,non si può morire così,1,4,2723600000,2737200000,13600000,46,0,1.0,1
Vincenzo Sale,non doveva succedere,1,4,2749600000,2761600000,12000000,47,0,1.0,1
Vincenzo Sale,mi dispiace manfre,1,4,2766400000,2777200000,10800000,48,0,1.0,1
Manfredi Anacleti,questo succede quando nasci zingaro,1,4,2819200000,2841200000,22000000,49,0,1.0,1
Manfredi Anacleti,poi le bestie siamo noi,1,4,2851200000,2869200000,18000000,50,0,1.0,1
Manfredi Anacleti,sta storia non può restare impunita,1,4,2884800000,2906000000,21200000,51,0,1.0,1
Manfredi Anacleti,facciamoli sposare e poi facciamo capire a questa città,1,4,2916800000,2946000000,29200000,52,0,1.0,1
Manfredi Anacleti,che l aria è cambiata,1,4,2946800000,2963200000,16400000,53,0,1.0,1
Manfredi Anacleti,e che ci devono rispettare,1,4,2972400000,2987200000,14800000,54,0,1.0,1
Vincenzo Sale,mia figlia non si vuole più sposare,1,4,3031600000,3047600000,16000000,57,0,1.0,1
Vincenzo Sale,perché dice che spadino non se la fila,1,4,3064400000,3086000000,21600000,58,0,1.0,1
Vincenzo Sale,e che non si sta comportando bene,1,4,3086800000,3101200000,14400000,59,0,1.0,1
Vincenzo Sale,e se sti ragazzi non si sposano,1,4,3117600000,3134400000,16800000,60,0,1.0,1
Vincenzo Sale,sta guerra che hai in testa te la devi fare da solo,1,4,3141600000,3162000000,20400000,61,0,1.0,1
Vincenzo Sale,i patti tra noi sono chiari,1,4,3172800000,3187200000,14400000,62,0,1.0,1
Vincenzo Sale,non mi metto a rischiare quello che c ho se le famiglie nostre non si uniscono,1,4,3201600000,3235200000,33600000,63,0,1.0,1
Manfredi Anacleti,certo ti capisco,1,4,3263200000,3277600000,14400000,64,0,1.0,1
Manfredi Anacleti,ma ti assicuro che tua figlia si sbaglia,1,4,3300800000,3320400000,19600000,65,0,1.0,1
Manfredi Anacleti,dai spadi alzati,1,4,3498400000,3514000000,15600000,66,0,1.0,1
Alberto Anacleti,ma che vuoi ancora,1,4,3532400000,3540800000,8400000,67,0,1.0,1
Manfredi Anacleti,che la pianti di fare cazzate,1,4,3544000000,3560400000,16400000,68,1,1.0,1
Manfredi Anacleti,non sei neanche capace di prendere moglie,1,4,3578000000,3599200000,21200000,69,0,1.0,1
Alberto Anacleti,ma di che stai a parlare,1,4,3600000000,3621200000,21200000,70,0,1.0,1
Manfredi Anacleti,di angelica,1,4,3600000000,3621200000,21200000,71,0,1.0,1
Manfredi Anacleti,non ti vuole più sposare,1,4,3633600000,3648800000,15200000,72,0,1.0,1
Alberto Anacleti,pazienza vorrà dire che me ne troverete un altra no,1,4,3649600000,3678400000,28800000,73,0,1.0,1
Manfredi Anacleti,mmh,1,4,3679200000,3687600000,8400000,74,0,1.0,1
Manfredi Anacleti,lo dico un altra volta e non lo ripeto più,1,4,3688400000,3710000000,21600000,75,0,1.0,1
Manfredi Anacleti,tu ti devi sposare a questa cazzo di angelica,1,4,3710800000,3729200000,18400000,76,1,1.0,1
Manfredi Anacleti,eh,1,4,3736800000,3745200000,8400000,77,0,1.0,1
Manfredi Anacleti,i sale sono molto importanti,1,4,3749600000,3768400000,18800000,78,0,1.0,1
Manfredi Anacleti,abbiamo grandi progetti,1,4,3776400000,3793200000,16800000,79,0,1.0,1
Manfredi Anacleti,andiamo,1,4,3815600000,3824000000,8400000,80,0,1.0,1
Manfredi Anacleti,dai andiamo buffone alzati forza,1,4,3838800000,3864400000,25600000,81,0,1.0,1
Ferdinando Badali,che ha,1,4,4002400000,4010800000,8400000,83,0,1.0,1
Samurai Valerio,è vecchio,1,4,4023600000,4034800000,11200000,84,0,1.0,1
Ferdinando Badali,i cavalli vecchi da noi si ammazzano,1,4,4046000000,4063600000,17600000,85,0,1.0,1
Samurai Valerio,questo è stato un campione merita un po di rispetto,1,4,4092800000,4120000000,27200000,86,0,1.0,1
Ferdinando Badali,i terreni di ostia quando li avremo,1,4,4144000000,4161600000,17600000,87,0,1.0,1
Ferdinando Badali,qui in ballo ci sono miliardi,1,4,4170800000,4186000000,15200000,88,0,1.0,1
Samurai Valerio,però se questi miliardi possono ballare nella capitale,1,4,4186800000,4214400000,27600000,89,0,1.0,1
Samurai Valerio,è solo grazie a me,1,4,4215200000,4225200000,10000000,90,0,1.0,1
Samurai Valerio,lasciami lavorare già te l ho detto roma ha i suoi tempi,1,4,4242000000,4273200000,31200000,91,0,1.0,1
Ferdinando Badali,anche noi,1,4,4294000000,4303600000,9600000,92,0,1.0,1
Ferdinando Badali,e se questo affare non va in porto a roma a parlare con te non ci vengo più,1,4,4316800000,4358800000,42000000,93,0,1.0,1
Ferdinando Badali,hai capito,1,4,4368400000,4380000000,11600000,94,0,1.0,1
Ferdinando Badali,ammazza sta bestia stai diventando un vecchio amoroso,1,4,4412000000,4442800000,30800000,95,0,1.0,1
Aureliano Adami,ciao bello,1,4,4727600000,4750400000,22800000,97,0,1.0,1
Aureliano Adami,bene fratello,1,4,4763200000,4781600000,18400000,99,0,1.0,1
Aureliano Adami,ciao ragazzi,1,4,4792400000,4800800000,8400000,100,0,1.0,1
Aureliano Adami,oh,1,4,4803200000,4811600000,8400000,101,0,1.0,1
Livia Adami,come stai che ti sei fatto,1,4,4831200000,4854400000,23200000,102,0,0.0,1
Aureliano Adami,non è niente è un graffio,1,4,4831200000,4854400000,23200000,103,0,1.0,1
Tullio Adami,perché non sei venuto subito qui,1,4,4855200000,4872000000,16800000,104,0,1.0,1
Livia Adami,siamo stati in pensiero tutta la notte,1,4,4876800000,4894800000,18000000,105,0,0.0,1
Aureliano Adami,un amico mio mi ha portato da una parte,1,4,4895600000,4915200000,19600000,106,0,1.0,1
Tullio Adami,a casa tua dovevi venire,1,4,4916000000,4928800000,12800000,107,0,1.0,1
Tullio Adami,adesso muratici dentro finché non si calmano le acque,1,4,4929600000,4957200000,27600000,108,0,1.0,1
Tullio Adami,mi hai fatto preoccupare aurelia,1,4,4980000000,4996000000,16000000,109,0,1.0,1
Aureliano Adami,c era bisogno che mi sparavano per farti preoccupare,1,4,5020000000,5043600000,23600000,110,0,1.0,1
Tullio Adami,hai visto,1,4,5094000000,5102400000,8400000,111,0,1.0,1
Tullio Adami,con questo come faccio sbaglio,1,4,5107600000,5124400000,16800000,112,0,1.0,1
Tullio Adami,oh,1,4,5165200000,5173600000,8400000,113,0,1.0,1
Tullio Adami,in campana eh,1,4,5174400000,5190000000,15600000,114,0,1.0,1
Gabriele Marchilli,è lui,1,4,5270400000,5278800000,8400000,115,0,1.0,1
Alberto Anacleti,tizia fallo passare,1,4,5306800000,5317200000,10400000,116,0,1.0,1
Alberto Anacleti,che cazzo sei venuto a fare,1,4,5373600000,5395200000,21600000,117,1,1.0,1
Gabriele Marchilli,ti devo parlare,1,4,5373600000,5395200000,21600000,118,0,1.0,1
Alberto Anacleti,mo non ti posso dare retta ci sentiamo dopo,1,4,5396000000,5415600000,19600000,119,0,1.0,1
Gabriele Marchilli,non è per me è per aureliano,1,4,5416400000,5434400000,18000000,120,0,1.0,1
Gabriele Marchilli,ti vuole vedere,1,4,5439200000,5447600000,8400000,121,0,1.0,1
Alberto Anacleti,perché,1,4,5462400000,5473200000,10800000,122,0,1.0,1
Gabriele Marchilli,perché gli hai salvato la vita forse è per questo,1,4,5482400000,5504000000,21600000,123,0,1.0,1
Alberto Anacleti,digli che lo chiamo più tardi,1,4,5518400000,5532800000,14400000,124,0,1.0,1
Alberto Anacleti,oh,1,4,5553200000,5561600000,8400000,125,0,1.0,1
Alberto Anacleti,sta bene,1,4,5583600000,5593600000,10000000,126,0,1.0,1
Gabriele Marchilli,sì,1,4,5604000000,5612400000,8400000,127,0,1.0,1
Livia Adami,ma che stai a fare,1,4,5921200000,5933600000,12400000,128,0,0.0,1
Aureliano Adami,niente,1,4,5945200000,5953600000,8400000,129,0,1.0,1
Livia Adami,aurelia,1,4,5959600000,5968400000,8800000,130,0,0.0,1
Aureliano Adami,eh,1,4,5974800000,5983200000,8400000,131,0,1.0,1
Livia Adami,quanto ti serve,1,4,5989600000,6009200000,19600000,132,0,0.0,1
Aureliano Adami,poco,1,4,5989600000,6009200000,19600000,133,0,1.0,1
Livia Adami,e li vuoi fregare a papà,1,4,6032400000,6043600000,11200000,134,0,0.0,1
Aureliano Adami,sono per un amico mio,1,4,6052800000,6065600000,12800000,135,0,1.0,1
Livia Adami,e da quando aiuti gli amici,1,4,6066400000,6079200000,12800000,136,0,0.0,1
Aureliano Adami,da quando mi salvano la vita,1,4,6097600000,6112400000,14800000,137,0,1.0,1
Livia Adami,sono per sdebitarti,1,4,6128800000,6141600000,12800000,138,0,0.0,1
Livia Adami,la vuoi fare finita,1,4,6153200000,6165600000,12400000,139,0,0.0,1
Livia Adami,è da quando siamo ragazzini che ti paro il culo ma mo basta mo devi crescere,1,4,6166400000,6200400000,34000000,140,1,0.0,1
