character,script_line,episode,begin,end,duration,episode_index,bad_words,is_male
Gabriele Marchilli,sì,2,4988000000,5014800000,26800000,119,0,1
Gabriele Marchilli,pronto,2,5099600000,5110800000,11200000,121,0,1
Gabriele Marchilli,sì ho i soldi te li porto alle 18 00,2,5122000000,5147600000,25600000,122,0,1
Gabriele Marchilli,sì 20 000,2,5152000000,5168400000,16400000,123,0,1
Gabriele Marchilli,alle 18 00,2,5169199999,5182400000,13200001,124,0,1
Sara Monaschi,un video,2,5293600000,5320800000,27200000,126,0,0
Sara Monaschi,che cosa si vede in questo video,2,5359600000,5381200000,21600000,129,0,0
Sara Monaschi,non dica così monsignore non è così,2,5430000000,5454400000,24400000,133,0,0
Sara Monaschi,mi ascolti,2,5508400000,5520400000,12000000,136,0,0
Sara Monaschi,adesso dobbiamo risolvere questo disastro,2,5526000000,5551600000,25600000,137,0,0
Sara Monaschi,insieme,2,5552400000,5561600000,9200000,138,0,0
Sara Monaschi,vuole che l aiuti sì o no,2,5619600000,5638800000,19200000,141,0,0
Angelica Sale,la conchiglia,2,5972400000,5988000000,15600000,149,0,0
Alberto Anacleti,serve una prova per sta pagliacciata,2,6160400000,6179200000,18800000,156,0,1
Alberto Anacleti,va bene dove la devo portare,2,6200000000,6212800000,12800000,158,0,1
Alberto Anacleti,andiamo,2,6213600000,6229600000,16000000,160,0,1
Alberto Anacleti,ecco,2,6397600000,6406000000,8400000,166,0,1
Alberto Anacleti,scegliamo sti menu,2,6415200000,6430800000,15600000,167,0,1
Angelica Sale,proprio non ti va di fare sta cosa eh,2,6527600000,6547200000,19600000,168,0,0
Alberto Anacleti,scegliere da mangiare per gli altri non mi viene tanto bene,2,6557200000,6587600000,30400000,169,0,1
Angelica Sale,cos è che ti viene bene,2,6588400000,6602800000,14400000,170,0,0
Alberto Anacleti,tante cose,2,6620800000,6634800000,14000000,171,0,1
Alberto Anacleti,tranne stare qua,2,6651600000,6661600000,10000000,172,0,1
Angelica Sale,e facciamone una dai,2,6672400000,6685200000,12800000,173,0,0
Gabriele Marchilli,allora,2,6816800000,6837200000,20400000,174,0,1
Sara Monaschi,hai fatto un gran casino lo sai,2,6816800000,6837200000,20400000,175,0,0
Gabriele Marchilli,ti calmi,2,6838000000,6857600000,19600000,176,0,1
Sara Monaschi,calma un cazzo,2,6838000000,6857600000,19600000,177,1,0
Sara Monaschi,qualcuno alla festa ha fatto un video al prete e ora lo sta ricattando,2,6862400000,6899200000,36800000,178,0,0
Gabriele Marchilli,un video,2,6900000000,6910000000,10000000,179,0,1
Sara Monaschi,sì,2,6900000000,6910000000,10000000,180,0,0
Sara Monaschi,tu ne sai qualcosa,2,6910800000,6922400000,11600000,181,0,0
Gabriele Marchilli,ho fatto solo ciò che mi hai chiesto tu,2,6923200000,6950400000,27200000,182,0,1
Sara Monaschi,solo,2,6923200000,6950400000,27200000,183,0,0
Sara Monaschi,magari eri incazzato con me e hai trovato l occasione,2,6951200000,6981600000,30400000,184,1,0
Sara Monaschi,aspetta lele,2,6987200000,6997600000,10400000,185,0,0
Gabriele Marchilli,veramente pensi che ti potrei fare questo,2,7025200000,7046000000,20800000,186,0,1
Gabriele Marchilli,veramente,2,7062000000,7070400000,8400000,187,0,1
Sara Monaschi,ma la festa l hai organizzata tu,2,7075200000,7092800000,17600000,188,0,0
Sara Monaschi,le persone le hai scelte tu,2,7098000000,7114000000,16000000,189,0,0
Sara Monaschi,e adesso tu mi devi aiutare a risolvere questo casino,2,7114800000,7142000000,27200000,190,0,0
Sara Monaschi,il ricatto lo sta facendo un ragazzetto,2,7162400000,7185600000,23200000,191,0,0
Sara Monaschi,uno piccolo bruno coi capelli rasati l aria da bullo,2,7186400000,7215200000,28800000,192,0,0
Gabriele Marchilli,sara così ce ne stanno tanti però,2,7216000000,7232800000,16800000,193,0,1
Sara Monaschi,ma tu non sai neanche chi cazzo c era a sta festa scusa,2,7233600000,7259200000,25600000,194,1,0
Sara Monaschi,c è una prostituta nel video una nera,2,7260000000,7282000000,22000000,195,0,0
Sara Monaschi,quella te la ricordi almeno la conosci,2,7282800000,7306800000,24000000,196,0,0
Gabriele Marchilli,sì,2,7282800000,7306800000,24000000,197,0,1
Sara Monaschi,e chi è,2,7314000000,7322800000,8800000,198,0,0
Gabriele Marchilli,una delle tante,2,7327600000,7338000000,10400000,199,0,1
Sara Monaschi,voglio sapere chi è tu la devi trovare perché lei è sicuramente coinvolta,2,7353600000,7389600000,36000000,200,0,0
Gabriele Marchilli,tu comunque mi devi ancora pagare,2,7406800000,7433200000,26400000,201,0,1
Sara Monaschi,trova la ragazza,2,7406800000,7433200000,26400000,202,0,0
Sara Monaschi,trovala,2,7444800000,7455600000,10800000,203,0,0
Angelica Sale,ma sto posto è tuo,2,7550000000,7564000000,14000000,205,0,0
Alberto Anacleti,è della famiglia,2,7580400000,7592800000,12400000,206,0,1
Angelica Sale,quindi è pure tuo no,2,7593600000,7616800000,23200000,207,0,0
Alberto Anacleti,è della famiglia,2,7593600000,7616800000,23200000,208,0,1
Angelica Sale,che fai ci vieni a ballare,2,7659200000,7670000000,10800000,209,0,0
Alberto Anacleti,no,2,7693200000,7701600000,8400000,210,0,1
Alberto Anacleti,io ci vengo di giorno,2,7731600000,7747200000,15600000,211,0,1
Alberto Anacleti,quando non c è nessuno che mi rompe i coglioni,2,7754800000,7779600000,24800000,212,1,1
Angelica Sale,una volta ci veniamo a ballare insieme,2,7822000000,7842000000,20000000,214,0,0
Alberto Anacleti,le mogli stanno a casa,2,7847600000,7862800000,15200000,215,0,1
Angelica Sale,sì forse 20 anni fa,2,7863600000,7884000000,20400000,216,0,0
Alberto Anacleti,poi a te questa musica non piace,2,7889600000,7931600000,42000000,217,0,1
Angelica Sale,a me piace ballare come a te,2,7889600000,7931600000,42000000,218,0,0
Alberto Anacleti,devo andare aspettami qua,2,7989600000,8005200000,15600000,220,0,1
Aureliano Adami,che c è che cattiveria vieni qua,2,8150400000,8186000000,35600000,221,0,1
Aureliano Adami,sei cattivuccio eh,2,8186800000,8197200000,10400000,222,0,1
Aureliano Adami,pronto,2,8259600000,8270000000,10400000,224,0,1
Aureliano Adami,lo sapevo che quel pezzo di merda del prete chiacchierava,2,8300400000,8331200000,30800000,225,1,1
Aureliano Adami,ma chi è questa,2,8338800000,8348000000,9200000,226,0,1
Gabriele Marchilli,è quella che mi ha detto di organizzare la festa sta nella roma che conta,2,8353600000,8387600000,34000000,227,0,1
Aureliano Adami,sai che cazzo me ne frega a me,2,8388400000,8406800000,18400000,228,1,1
Gabriele Marchilli,e comunque vuole che rintraccio la nera,2,8407600000,8431200000,23600000,229,0,1
Alberto Anacleti,quella ci ha visto potrebbe essere un problema,2,8435600000,8458000000,22400000,230,0,1
Aureliano Adami,alla zoccola ci penso io ma al prete va fatto capire che non scherziamo,2,8458800000,8500400000,41600000,231,1,1
Aureliano Adami,spadi metti il video su internet un pezzetto senza far vedere la faccia,2,8506000000,8546800000,40800000,232,0,1
Aureliano Adami,solo per fargli paura,2,8547600000,8579200000,31600000,233,0,1
Alberto Anacleti,quando si è deciso che comandi te,2,8547600000,8579200000,31600000,234,0,1
Aureliano Adami,un anacleti non può comandare spadi,2,8593600000,8632000000,38400000,235,0,1
Alberto Anacleti,non me ne frega un cazzo di comandare,2,8593600000,8632000000,38400000,236,1,1
Alberto Anacleti,ma non mi va neanche di prendere ordini quindi stavolta facciamo senza capi,2,8632800000,8671600000,38800000,237,0,1
Aureliano Adami,avessimo trovato l unico zingaro che ragiona,2,8720000000,8748000000,28000000,238,0,1
Aureliano Adami,vieni con me voglio vedere se ragioni pure te,2,8812400000,8838000000,25600000,239,0,1
Aureliano Adami,non mi piace essere preso per il culo,2,8980800000,9002800000,22000000,240,1,1
Gabriele Marchilli,che significa,2,9020000000,9031200000,11200000,241,0,1
Aureliano Adami,sei amico di quella della roma che conta,2,9040000000,9061600000,21600000,242,0,1
Gabriele Marchilli,beh,2,9062400000,9091200000,28800000,243,0,1
Aureliano Adami,e sei pure figlio di una guardia,2,9062400000,9091200000,28800000,244,0,1
Gabriele Marchilli,che ne sai di mio padre,2,9110800000,9126800000,16000000,245,0,1
Aureliano Adami,pensi che lavoro con qualcuno senza sapere chi cazzo è,2,9127600000,9153600000,26000000,246,1,1
Gabriele Marchilli,un conto sono io e un conto è mio padre,2,9172400000,9193200000,20800000,247,0,1
Aureliano Adami,vedremo,2,9222400000,9232800000,10400000,248,0,1
Alberto Anacleti,sì,2,9410000000,9420800000,10800000,251,0,1
Alberto Anacleti,tanto sono femmine poi gli passa,2,9428800000,9446800000,18000000,252,0,1
Aureliano Adami,abita qua questa,2,9647200000,9660000000,12800000,253,0,1
Gabriele Marchilli,sì abita qua,2,9668000000,9678800000,10800000,254,0,1
Gabriele Marchilli,però non so l interno,2,9690800000,9702000000,11200000,255,0,1
Aureliano Adami,va bene andiamo,2,9707600000,9717600000,10000000,256,0,1
Aureliano Adami,qual è questo,2,9808400000,9829600000,21200000,257,0,1
Gabriele Marchilli,sì credo di sì,2,9808400000,9829600000,21200000,258,0,1
Aureliano Adami,mo quale cazzo è,2,9843600000,9860000000,16400000,259,1,1
Aureliano Adami,scusa sai dove abita,2,9902000000,9926000000,24000000,261,0,1
Gabriele Marchilli,isabel,2,9902000000,9926000000,24000000,262,0,1
Aureliano Adami,sì,2,9926800000,9944400000,17600000,264,0,1
Aureliano Adami,dimmi dove abita questa,2,9965200000,9987200000,22000000,266,0,1
Aureliano Adami,grazie,2,10015200000,10026400000,11200000,269,0,1
Aureliano Adami,chiudi quel portone,2,10077600000,10088000000,10400000,271,0,1
Gabriele Marchilli,che ci devi fare con quella,2,10131200000,10149200000,18000000,272,0,1
Aureliano Adami,io niente devi ammazzare la zoccola,2,10150000000,10171200000,21200000,273,1,1
Gabriele Marchilli,io non ammazzo nessuno,2,10188800000,10209200000,20400000,274,0,1
Aureliano Adami,ah no,2,10188800000,10209200000,20400000,275,0,1
Aureliano Adami,vuoi chiamare papà,2,10220800000,10231600000,10800000,276,0,1
Aureliano Adami,gli vuoi chiedere quanto fai per traffico di stupefacenti e ricatto,2,10237200000,10266400000,29200000,277,0,1
Gabriele Marchilli,cazzo ci dev essere un altro modo,2,10272000000,10305200000,33200000,278,1,1
Aureliano Adami,no ci ha visto in faccia,2,10272000000,10305200000,33200000,279,0,1
Aureliano Adami,è così che vuoi fare il criminale le,2,10363599999,10381600000,18000001,280,0,1
Aureliano Adami,rimani qua e fai il palo,2,10420799999,10439200000,18400001,281,0,1
Aureliano Adami,così se mi becco omicidio sei complice,2,10453599999,10474000000,20400001,282,0,1
Aureliano Adami,ti conviene stare qua quando torno o ti vengo a cercare,2,10494000000,10522400000,28400000,283,0,1
Aureliano Adami,e poi sono cazzi tuoi,2,10528400000,10541600000,13200000,284,1,1
Aureliano Adami,vieni qua,2,11446000000,11464400000,18400000,289,0,1
Aureliano Adami,vieni qua,2,11486000000,11510800000,24800000,291,0,1
Aureliano Adami,zitta,2,11511600000,11533600000,22000000,293,0,1
Aureliano Adami,andiamo,2,11887600000,11899200000,11600000,299,0,1
Aureliano Adami,oh,2,11887600000,11899200000,11600000,300,0,1
Aureliano Adami,ho risolto andiamo,2,11912400000,11926000000,13600000,301,0,1
Sara Monaschi,te l ho detto hanno caricato un pezzo di video col prete alla festa,2,11977200000,12016000000,38800000,302,0,0
Sara Monaschi,e la ragazza,2,12016800000,12028800000,12000000,303,0,0
Sara Monaschi,ma che vuol dire,2,12044800000,12056800000,12000000,304,0,0
Gabriele Marchilli,che non si trova che se n è andata,2,12057600000,12077600000,20000000,305,0,1
Gabriele Marchilli,questo vuol dire,2,12083200000,12092800000,9600000,306,0,1
Sara Monaschi,e tu trovala,2,12093600000,12107200000,13600000,307,0,0
Sara Monaschi,capito la devi trovare,2,12108000000,12126400000,18400000,308,0,0
Sara Monaschi,hanno messo il video in rete,2,12165600000,12184000000,18400000,309,0,0
Sara Monaschi,per ora senza che si veda la faccia di theodosiou,2,12184800000,12209600000,24800000,310,0,0
Sara Monaschi,ma se non paga la mettono tutta,2,12210400000,12226800000,16400000,311,0,0
Sara Monaschi,non lo è,2,12261200000,12269600000,8400000,313,0,0
Sara Monaschi,hai alternative,2,12300400000,12309600000,9200000,315,0,0
Sara Monaschi,ce le hai,2,12310400000,12322800000,12400000,316,0,0
Amedeo Cinaglia,allora cosa,2,12564000000,12577200000,13200000,318,0,1
Amedeo Cinaglia,è già definito,2,12578000000,12602000000,24000000,320,0,1
Amedeo Cinaglia,certo hanno tutti fretta di chiudere i loro affari adesso no,2,12662800000,12694800000,32000000,323,0,1
Amedeo Cinaglia,da quand è che ti occupi di politica,2,12751600000,12792400000,40800000,326,0,1
Amedeo Cinaglia,hai visto finucci,2,12944400000,12964000000,19600000,333,0,1
Amedeo Cinaglia,quanto le dà,2,13122800000,13132000000,9200000,336,0,1
Amedeo Cinaglia,samurai quanto le dà,2,13169200000,13184400000,15200000,338,0,1
Amedeo Cinaglia,allora,2,13237200000,13245600000,8400000,339,0,1
Amedeo Cinaglia,gli altri consiglieri stanno pure loro sul libro paga,2,13288800000,13316400000,27600000,341,0,1
Amedeo Cinaglia,potrei far sapere la cosa,2,13394800000,13408000000,13200000,345,0,1
Amedeo Cinaglia,far scoppiare uno scandalo,2,13421200000,13438000000,16800000,346,0,1
Amedeo Cinaglia,che rimarrà a verbale,2,13629600000,13642400000,12800000,352,0,1
Amedeo Cinaglia,così lei avrà un alibi,2,13654000000,13666400000,12400000,353,0,1
Sara Monaschi,non c è più molto tempo,2,13898800000,13912400000,13600000,357,0,0
Sara Monaschi,quindi mi ascolti bene,2,13919200000,13936400000,17200000,358,0,0
Sara Monaschi,andrò io all appuntamento al posto suo e risolverò tutto,2,13950000000,13977600000,27600000,359,0,0
Sara Monaschi,in cambio però voglio che lei esca di qui e venga in commissione alle 20 00,2,13981200000,14015600000,34400000,360,0,0
Sara Monaschi,dove farà votare tutti come ci siamo messi d accordo,2,14016400000,14044000000,27600000,361,0,0
Sara Monaschi,va bene,2,14060400000,14068800000,8400000,362,0,0
Sara Monaschi,ci vediamo alle 20 00,2,14117200000,14134400000,17200000,364,0,0
Livia Adami,nessuna quota l affare è più grosso,2,14167200000,14209200000,42000000,366,0,0
Livia Adami,riguarda la terra che vedi e tutto quello che ci sta intorno,2,14210000000,14236800000,26800000,367,0,0
Livia Adami,ci faranno un porto,2,14237600000,14252000000,14400000,368,0,0
Livia Adami,la mia famiglia avrà parte della coca che arriva,2,14252800000,14278800000,26000000,369,0,0
Livia Adami,tonnellate di coca,2,14279600000,14294400000,14800000,370,0,0
Livia Adami,no mio padre non glielo vuole dire,2,14307200000,14347200000,40000000,372,0,0
Livia Adami,pensa che aureliano qua ci voleva fare lo stabilimento,2,14445200000,14475600000,30400000,373,0,0
Livia Adami,non ti mettere in mezzo ezio,2,14507200000,14523200000,16000000,375,0,0
Livia Adami,forse è un po troppo,2,14578400000,14591200000,12800000,377,0,0
Livia Adami,che c è,2,14663200000,14672000000,8800000,379,0,0
Livia Adami,no,2,14695600000,14704400000,8800000,380,0,0
Livia Adami,non si può fare,2,14739200000,14761200000,22000000,382,0,0
Livia Adami,perché no,2,14773600000,14784000000,10400000,384,0,0
Livia Adami,e questo,2,14820400000,14832800000,12400000,385,0,0
Livia Adami,è legato,2,14885600000,14895200000,9600000,387,0,0
Livia Adami,ehi piccolino,2,14917200000,14930400000,13200000,389,0,0
Livia Adami,ciao,2,14952400000,14963200000,10800000,390,0,0
Manfredi Anacleti,boris,2,15048400000,15058000000,9600000,392,0,1
Manfredi Anacleti,girate tutto il mondo,2,15114000000,15132000000,18000000,394,0,1
Manfredi Anacleti,voglio sapere che fine ha fatto,2,15152400000,15170800000,18400000,395,0,1
Aureliano Adami,le guardie non ci stanno,2,15397200000,15414800000,17600000,396,0,1
Alberto Anacleti,te l ho detto zio prete ha smaltito,2,15424800000,15446400000,21600000,397,0,1
Alberto Anacleti,vedrai mo come viene a cuccia,2,15458000000,15477200000,19200000,398,0,1
Alberto Anacleti,oh che hai fatto,2,15498400000,15518000000,19600000,399,0,1
Alberto Anacleti,è un ora che stai zitto,2,15518800000,15550000000,31200000,400,0,1
Aureliano Adami,avrà digerito male,2,15518800000,15550000000,31200000,401,0,1
Gabriele Marchilli,guarda che è ora,2,15566000000,15578000000,12000000,402,0,1
Alberto Anacleti,hai fretta di vedere i soldi,2,15584800000,15619600000,34800000,403,0,1
Gabriele Marchilli,no ho fretta di finire sta storia,2,15584800000,15619600000,34800000,404,0,1
Aureliano Adami,guarda che ti controllo,2,15639600000,15656000000,16400000,405,0,1
Alberto Anacleti,hai paura che ti frego i soldi mmh,2,15667600000,15691200000,23600000,406,0,1
Aureliano Adami,sei sempre uno zingaro,2,15692000000,15711200000,19200000,407,0,1
Gabriele Marchilli,io non vi capisco per voi è tutto un gioco,2,15815600000,15844400000,28800000,408,0,1
Aureliano Adami,è meglio divertirsi quando si lavora fratello,2,15882400000,15906400000,24000000,409,0,1
Aureliano Adami,questa chi cazzo è,2,16042000000,16054400000,12400000,410,1,1
Aureliano Adami,la conosci,2,16083600000,16094000000,10400000,411,0,1
Gabriele Marchilli,è sara quella della festa,2,16094800000,16111600000,16800000,412,0,1
Aureliano Adami,e il prete dove sta,2,16122000000,16137600000,15600000,413,0,1
Alberto Anacleti,ma che è uno scherzo,2,16324800000,16336800000,12000000,414,0,1
Alberto Anacleti,questi non sono neanche un decimo,2,16343600000,16358000000,14400000,415,0,1
Alberto Anacleti,diciamo che è un acconto,2,16363600000,16377200000,13600000,416,0,1
Sara Monaschi,no diciamo che è tutto,2,16378000000,16392000000,14000000,417,0,0
Sara Monaschi,è tutto quello che ha il prete,2,16401200000,16418400000,17200000,418,0,0
Alberto Anacleti,bella non hai capito,2,16428000000,16438800000,10800000,419,0,1
Alberto Anacleti,mo vai dallo stronzo e gli dici che se non mi dà tutti i soldi,2,16439600000,16467200000,27600000,420,1,1
Alberto Anacleti,la sua faccia finisce dappertutto,2,16468000000,16485200000,17200000,421,0,1
Alberto Anacleti,ti è chiaro o te lo scrivo,2,16486000000,16499200000,13200000,422,0,1
Sara Monaschi,tu mettilo in rete e la polizia ti traccia dopo cinque minuti,2,16500000000,16529600000,29600000,423,0,0
Alberto Anacleti,la storia non finisce qua,2,16598800000,16629600000,30800000,424,0,1
Sara Monaschi,io dico di sì invece,2,16598800000,16629600000,30800000,425,0,0
Aureliano Adami,ma che vuol dire,2,16838800000,16853200000,14400000,426,0,1
Alberto Anacleti,è quello che m ha dato dice che questo c ha il prete,2,16862400000,16889600000,27200000,427,0,1
Gabriele Marchilli,dove cazzo va quello,2,16980400000,16996400000,16000000,428,1,1
Aureliano Adami,dove sta,2,17555600000,17565600000,10000000,429,0,1
Aureliano Adami,sorella il prete dove cazzo sta,2,17627200000,17646800000,19600000,430,1,1
Aureliano Adami,dove cazzo sta,2,17654800000,17688800000,34000000,431,1,1
Aureliano Adami,tie e ringrazia l amica tua stupido,2,17781600000,17805200000,23600000,433,0,1
Gabriele Marchilli,abbiamo ancora il video no,2,17815200000,17830800000,15600000,434,0,1
Aureliano Adami,forse non hai capito te lo rispiego,2,17853600000,17872400000,18800000,435,0,1
Aureliano Adami,il prete se n è andato e non si sa dov è col video ti ci fai le pippe,2,17873200000,17910000000,36800000,436,0,1
Aureliano Adami,metti sto cazzo di video su internet così al prete passa la voglia di scopare,2,17912400000,17951200000,38800000,437,1,1
Gabriele Marchilli,che cazzo ci faccio solo con questi,2,18143600000,18165200000,21600000,438,1,1
Gabriele Marchilli,sono fottuto,2,18214400000,18224400000,10000000,439,1,1
Samurai Valerio,bravi sti ragazzini,2,18402000000,18416800000,14800000,441,0,1
Samurai Valerio,ricorda il giorno in cui ha smesso di sognare di essere un campione,2,18517200000,18546800000,29600000,442,0,1
Amedeo Cinaglia,io non ci giocavo a pallone,2,18558800000,18573200000,14400000,443,0,1
Amedeo Cinaglia,farò cambiare l ordine del giorno,2,18608800000,18628000000,19200000,444,0,1
Amedeo Cinaglia,farò in modo che la pratica su ostia venga discussa per prima,2,18639600000,18664000000,24400000,445,0,1
Amedeo Cinaglia,solo questo farò sia chiaro,2,18664800000,18683600000,18800000,446,0,1
Amedeo Cinaglia,solo questo voglio,2,18689200000,18699200000,10000000,447,0,1
Samurai Valerio,il costo,2,18707200000,18717600000,10400000,448,0,1
Amedeo Cinaglia,lei pagherà la mia campagna elettorale,2,18727600000,18750000000,22400000,449,0,1
Amedeo Cinaglia,voglio essere il primo degli eletti,2,18767200000,18786000000,18800000,450,0,1
Samurai Valerio,faccia quello che le ho chiesto,2,18818000000,18832400000,14400000,451,0,1
Samurai Valerio,vedrà sarò molto generoso,2,18833200000,18864400000,31200000,452,0,1
Amedeo Cinaglia,a chi andranno i terreni di ostia,2,18872800000,18891600000,18800000,453,0,1
Samurai Valerio,stia attento questo gioco potrebbe piacerle,2,18901200000,18932400000,31200000,454,0,1
Samurai Valerio,buon lavoro,2,18958800000,18971200000,12400000,455,0,1
Gabriele Marchilli,sono 10 000,2,19207600000,19224400000,16800000,458,0,1
Gabriele Marchilli,venti,2,19248000000,19256400000,8400000,461,0,1
Gabriele Marchilli,giuro che te li porto domani,2,19257200000,19282400000,25200000,463,0,1
Samurai Valerio,tutto bene ragazzino,2,19550000000,19562000000,12000000,467,0,1
Gabriele Marchilli,tutto bene,2,19596000000,19604400000,8400000,468,0,1
Samurai Valerio,chi cazzo è,2,19676000000,19686000000,10000000,469,1,1
Aureliano Adami,ciao ro,2,19851200000,19865600000,14400000,471,0,1
Aureliano Adami,dove sta,2,19866400000,19886800000,20400000,474,0,1
Livia Adami,sono stata al chiosco,2,19992800000,20005200000,12400000,476,0,0
Aureliano Adami,e com è,2,20024000000,20035600000,11600000,477,0,1
Aureliano Adami,papà ha cambiato idea,2,20047200000,20060800000,13600000,478,0,1
Livia Adami,di chi è il cane,2,20071600000,20082000000,10400000,479,0,0
Aureliano Adami,è mio l ho trovato per strada che mi devi dire,2,20082800000,20107600000,24800000,480,0,1
Livia Adami,ha ragione papà,2,20122400000,20133600000,11200000,481,0,0
Livia Adami,il chiosco non conviene ci vogliono troppi soldi,2,20141600000,20167200000,25600000,482,0,0
Aureliano Adami,chi lo dice quirino,2,20182400000,20197200000,14800000,483,0,1
Aureliano Adami,quello deve fare i conti e basta già te l ho detto livia,2,20213200000,20237600000,24400000,484,0,1
Livia Adami,li fa e pure bene,2,20238400000,20266000000,27600000,485,0,0
Aureliano Adami,pure qualcos altro dovrebbe fare bene,2,20238400000,20266000000,27600000,486,0,1
Livia Adami,ho dovuto mandare romolo a fare il lavoro tuo,2,20294400000,20315200000,20800000,487,0,0
Livia Adami,papà non se ne accorge ma ci devi pensare te,2,20316000000,20340000000,24000000,488,0,0
Aureliano Adami,non si può pensare sempre e solo ai soldi livia,2,20376000000,20400400000,24400000,489,0,1
Livia Adami,infatti penso pure a parare le cazzate tue,2,20401200000,20423200000,22000000,490,1,0
Livia Adami,e pure a tenere unita la famiglia,2,20432800000,20450000000,17200000,491,0,0
Aureliano Adami,te a che pensi invece,2,20484400000,20499600000,15200000,492,0,1
Aureliano Adami,ma perché non abbiamo mai avuto un cane noi,2,20525200000,20547600000,22400000,493,0,1
Aureliano Adami,eh,2,20553200000,20561599999,8399999,494,0,1
Livia Adami,perché non abbiamo mai avuto un cane,2,20593600000,20612399999,18799999,495,0,0
Livia Adami,a papà non piacevano a mamma sì,2,20626399999,20644800000,18400001,496,0,0
Aureliano Adami,strano,2,20649200000,20657600000,8400000,497,0,1
Livia Adami,tu assomigli sempre di più a mamma,2,20682800000,20702800000,20000000,498,0,0
Livia Adami,comunque il cane è un amore,2,20764000000,20779600000,15600000,499,0,0
Livia Adami,portalo a casa che facciamo un dispetto a papà,2,20784800000,20809200000,24400000,500,0,0
Alberto Anacleti,che cazzo fai,2,21059200000,21070000000,10800000,501,1,1
Angelica Sale,m hai lasciato al locale tuo come una povera stronza,2,21070800000,21093200000,22400000,502,1,0
Alberto Anacleti,ho avuto una giornata di merda,2,21094000000,21130000000,36000000,503,1,1
Angelica Sale,non mi faccio trattare così da nessuno,2,21094000000,21130000000,36000000,504,0,0
Angelica Sale,e non ti far più vedere,2,21144400000,21159600000,15200000,505,0,0
Alberto Anacleti,vattene a fanculo,2,21167200000,21188800000,21600000,506,1,1
Angelica Sale,vaffanculo te,2,21167200000,21188800000,21600000,507,1,0
Manfredi Anacleti,ehi dove scappi,2,21212000000,21223200000,11200000,508,0,1
Manfredi Anacleti,senti un po,2,21277200000,21292400000,15200000,509,0,1
Manfredi Anacleti,che è successo,2,21327200000,21335600000,8400000,510,0,1
Alberto Anacleti,niente e comunque sono cazzi miei,2,21348400000,21372800000,24400000,511,1,1
Manfredi Anacleti,ah,2,21348400000,21372800000,24400000,512,0,1
Manfredi Anacleti,guarda che i cazzi tuoi dentro a sta casa non esistono spadi,2,21378400000,21407200000,28800000,513,1,1
Manfredi Anacleti,bisogna che te lo ricordi,2,21408000000,21422800000,14800000,514,0,1
Sara Monaschi,guarda che non è cambiato niente qua,2,21681600000,21700800000,19200000,516,0,0
Sara Monaschi,anch io non ci mettevo piede da tre mesi,2,21706800000,21728800000,22000000,517,0,0
Sara Monaschi,senti io devo andare in vaticano ho un po fretta,2,21764400000,21788400000,24000000,518,0,0
Sara Monaschi,che mi volevi dire tu,2,21796800000,21808400000,11600000,519,0,0
Gabriele Marchilli,la ragazza non l ho trovata,2,21820800000,21841200000,20400000,520,0,1
Sara Monaschi,non importa,2,21842000000,21853600000,11600000,521,0,0
Sara Monaschi,tanto ho risolto,2,21859200000,21872000000,12800000,522,0,0
Gabriele Marchilli,come,2,21872800000,21882400000,9600000,523,0,1
Sara Monaschi,ho pagato,2,21890400000,21900000000,9600000,524,0,0
Sara Monaschi,non quello che chiedevano loro,2,21909600000,21926000000,16400000,525,0,0
Gabriele Marchilli,il prete sta ancora in clinica,2,22016400000,22032400000,16000000,526,0,1
Sara Monaschi,no l hanno dimesso,2,22038800000,22056800000,18000000,527,0,0
Gabriele Marchilli,quindi è già tornato a casa,2,22061600000,22076400000,14800000,528,0,1
Gabriele Marchilli,sta bene,2,22082000000,22099600000,17600000,529,0,1
Sara Monaschi,sì si è ripreso,2,22082000000,22099600000,17600000,530,0,0
Sara Monaschi,abbastanza,2,22100400000,22112800000,12400000,531,0,0
Sara Monaschi,lo vedo tra un ora in commissione,2,22134000000,22150000000,16000000,532,0,0
Sara Monaschi,oh comunque domani ti chiamo che ti devo ancora pagare,2,22181200000,22210800000,29600000,533,0,0
Sara Monaschi,non mi sono mica dimenticata,2,22228800000,22245200000,16400000,534,0,0
Gabriele Marchilli,sei bellissima,2,22299600000,22315600000,16000000,535,0,1
Sara Monaschi,senti mi dispiace per stamattina,2,22366400000,22391200000,24800000,536,0,0
Gabriele Marchilli,lascia perdere,2,22392000000,22402800000,10800000,537,0,1
Sara Monaschi,tirati dietro la porta ciao,2,22494000000,22517200000,23200000,538,0,0
Sara Monaschi,ciao,2,22518000000,22526400000,8400000,539,0,0
Gabriele Marchilli,hai già messo in rete tutto il video,2,22628800000,22647600000,18800000,541,0,1
Gabriele Marchilli,ecco non farlo,2,22657600000,22667200000,9600000,542,0,1
Gabriele Marchilli,so dov è il prete,2,22679600000,22690800000,11200000,543,0,1
Sara Monaschi,buonasera eminenza il monsignore sta arrivando,2,22821200000,22856000000,34800000,547,0,0
Aureliano Adami,zio prete,2,23098800000,23108000000,9200000,549,0,1
Aureliano Adami,ammazza come sta in forma,2,23144800000,23176400000,31600000,550,0,1
Alberto Anacleti,s è ripreso in fretta l amico,2,23144800000,23176400000,31600000,551,0,1
Aureliano Adami,dove vai zio prete vieni qua,2,23177200000,23192800000,15600000,552,0,1
